Ime.i.prezime,Tijelo.javne.vlasti,Izvor.informacija,Godina,Datum.putovanja.-.polazak,Datum.putovanja.-.povratak,Odredište,Broj.osoba.u.pratnji,Korišten.Vladin.zrakoplov,Iznos.putnih.troškova.po.službenom.putovanju.(u.kn),Iznos.troškova.smještaja.po.službenom.putovanju.(u.kn),Iznos.troškova.reprezentacije.(u.kn),Odredište2,Odredište3,Odredište4,Odredište5,Trajanje.putovanja.(dana),Udaljenost.(m).[1],Udaljenost.(m).[2],Udaljenost.(m).[3],Udaljenost.(m).[4],Udaljenost.(m).[5],Udaljenost.(km,.povratak,.ukupno)
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-05-30,2017-05-31,Brodsko-posavska županija,0,ne,0,0,,,,,,1,266737,,,,,533.474
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-06-01,2017-06-02,Vinkovci,2,ne,0,0,,,,,,1,266737,,,,,533.474
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-06-29,2017-07-03,"Split, Vis",1,ne,1960,1365,,,,,,4,266737,,,,,533.474
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-07-03,2017-07-05,Požega,2,ne,170,0,,,,,,2,266737,,,,,533.474
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-08-04,2017-08-07,Knin,1,ne,1191,596,,"Šibenik, Hrvatska",,,,3,297670,400000,,,,1395.34
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-08-02,2017-08-02,Krasno,2,ne,85,0,,,,,,0,297670,,,,,595.34
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-08-31,2017-08-31,Pleternica,1,ne,170,0,,,,,,0,297670,,,,,595.34
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-01-23,2017-01-25,Belgija,0,ne,17680.04,3283.35,13335.49,,,,,2,297670,,,,,595.34
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-03-01,2017-03-03,Poljska,0,ne,3541.6,3390,,,,,,2,297670,,,,,595.34
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-04-24,2017-04-25,Luksemburg,0,ne,5657.7,3186,,,,,,1,297670,,,,,595.34
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-06-07,2017-06-09,"Belgija, Malta",0,ne,9749.95,5872,361.39,Malta,,,,2,297670,2543756,,,,5682.852
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-06-14,2017-06-15,Poljska,0,ne,4406.94,3195,,,,,,1,297670,,,,,595.34
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-06-26,2017-06-27,Belgija,0,ne,3598.7,2555,,,,,,1,297670,,,,,595.34
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-07-06,2017-07-07,Sarajevo,0,da,819.65,0,,,,,,1,297670,,,,,595.34
Gabrijela Žalac,Ministarstvo regionalnoga razvoja i fondova Europske unije,http://imamopravoznati.org/request/putni_troskovi_za_zalac_ministri,2017,2017-07-09,2017-07-12,Crna Gora,0,ne,1118.87,640.37,,,,,,3,297670,,,,,595.34
